大类,子类,文件路径,代码片段,硬编码内容,使用场景,潜在问题,优化建议,意见
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Layout/SettingsLayout.vue` L219,"`window.matchMedia(""(min-width: 1024px)"")`",`1024`,lg 断点,与 Tailwind 重复,引用共享断点常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/GeneralSettings/GeneralSettings.vue` L45-47,"`{ label: ""English"", value: ""en"" }, { label: ""简体中文"", value: ""zh"" }`","`""English""`、`""en""`、`""简体中文""`、`""zh""`",语言选项,标签硬编码,抽到 constants 或 i18n locale 配置,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/NotationSettings/NotationSettings.vue` L28,"`:disabled=""settingsStore.settings.notation.key !== 'C'""`","`""C""`",仅 C 调可选 accidentals,硬编码音调,由音乐理论常量定义,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/NotationSettings/NotationSettings.vue` L45-47,"`:min=""-24"" :max=""24"" :step=""1""`",`-24`、`24`、`1`,staffTranspose 范围,魔法数字,抽 `NOTATION_TRANSPOSE_RANGE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/NotationSettings/NotationSettings.vue` L124-131,"`value: ""sharp""`/`""flat""`/`""both""`/`""bass""`/`""treble""`",5 个字面量,accidentals/staffClef 选项,字符串字面量,抽枚举常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/ChordDictionarySettings/ChordDictionarySettings.vue` L63, L121",`` `/chord-dictionary/${encodeURIComponent(`C${disabledChord}`)}` ``,"`""C""`",路由前缀音符,硬编码,使用当前调或常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/ChordDictionarySettings/ChordDictionarySettings.vue` L162-187,"`value: ""detect""`/`""play""`/`""none""`/`""quality""`/`""intervals""`/`""long""`/`""short""`/`""symbol""`",多个字面量,interactive/groupBy/defaultNotation 选项,字符串字面量,抽枚举,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/AdvancedDebug/AdvancedDebug.vue` L59-533,"大量 `:min=""X"" :max=""Y"" :step=""Z""` (40+ 处)",各种范围值,各设置项范围,大量魔法数字重复,抽共享范围常量集,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/AdvancedDebug/AdvancedDebug.vue` L626-642,"`simResolution ?? 128, splatRadius ?? 0.005, ...` 等多个默认值",`128`、`0.005`、`0`、`0.5`、`true`、`0.8` 等,fluidParams 默认值,与常量文件可能不同步,复用 `defaultWaterfallSettings`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/AdvancedDebug/AdvancedDebug.vue` L661,"`colors[index] = color ?? ""#000000""`","`""#000000""`",颜色 fallback,硬编码,抽 `DEFAULT_COLOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/AdvancedDebug/AdvancedDebug.vue` L666-691,"`value: ""up""`/`""down""`/`""triangle""`/`""sine""`/`""square""`/`""sawtooth""`",6 个字面量,flowDirection/oscillatorType 选项,字符串字面量,抽 `OSCILLATOR_TYPES` 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/Debugger.vue` L38,`t(...) \,\,"""Auto Scroll""`","`""Auto Scroll""`",i18n fallback,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/Debugger.vue` L78-80,"`displayTimingClock = ref(false)` / `autoScroll = ref(true)` / `activeFilter = ref<...>(""all"")`","`false`、`true`、`""all""`",默认值,硬编码默认,抽默认配置,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/Debugger.vue` L83-89,"`filters` 数组中 `""All""`/`""Info""`/`""Warn""`/`""Error""`/`""Success""` 及对应 value",5 个标签和 value,过滤按钮,标签未 i18n,使用 `t()`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/Debugger.vue` L122,`const cmd = m[0] & 0xf0`,`0xf0`,MIDI 命令掩码,魔法数字,复用 `MIDI_CMD_MASK`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/Debugger.vue` L94-118,"`case ""info"": return ""text-info""` 等",多个 CSS 类名,日志类型 CSS 类,类名硬编码,抽映射常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/debugger-logger.ts` L28,`private maxLogs = 1000`,`1000`,最大日志数量,魔法数字,抽 `MAX_LOGS` 并配置化,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/utils.ts` L5-46,`m[0] & 0xf0`、`0x0f`、`0xb0`、`0xc0`、`0xd0`、`0xe0`、`0xf0`、`0xf2`、`7`,多个 MIDI 协议十六进制值,MIDI 命令解析,魔法数字,复用 `MIDI_CMD.*` 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Debugger/utils.ts` L32,"`""... ${MIDI_CMD[cmd] ?? ""Unknown""} ..."" 模板中双空格`","`""Unknown""`、`""  - ""`",格式化字符串,双空格疑似 bug；Unknown 未 i18n,修复并 i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/Routing/Routing.vue` L104, L129",`min-w-[120px]` / `min-w-[150px]`,`120px`、`150px`,列最小宽,魔法数字,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/Routing/Routing.vue` L224, L236","`value=""input""` / `value=""output""`","`""input""`、`""output""`",虚拟端口类型,字符串字面量,抽 `PORT_TYPE` 枚举,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Routing.vue` L301,"`virtualPortType = ref<...>(""output"")`","`""output""`",默认端口类型,硬编码,抽默认配置,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Routing.vue` L328-329,"`type: ""physical"", enabled: true`","`""physical""`、`true`",默认路由,硬编码,抽默认 route,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/Routing/Routing.vue` L388, L397",`routingStore.startPolling(3000)` (2 处),`3000`,轮询间隔 ms,魔法数字重复,抽 `POLLING_INTERVAL`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Wire.vue` L6,"`:stroke-width=""20""`",`20`,透明热区宽度,魔法数字,抽 `WIRE_HOTZONE_WIDTH`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Wire.vue` L23-57,"`r=""12""`/`14`、`fill=""#ffffff""`、`font-size=""12""`/`14`、`""✕""` 等",多个 SVG 样式值,删除按钮样式,多魔法数字,抽 SVG 样式常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Wire.vue` L83,`return style?.strokeWidth ?? 2.5`,`2.5`,默认 stroke 宽度,魔法数字,抽 `DEFAULT_STROKE_WIDTH`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/Wire.vue` L91,`filter: drop-shadow(0 0 6px color-mix(...))`,`0 0 6px`、`60%`,hover 阴影,魔法数字,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/MidiFlowGraph.vue` L6-11,"`:connection-radius=""40""` / `:min-zoom=""0.3""` / `:max-zoom=""2""` / `:fit-view-on-init=""true""` / `:default-edge-options=""{ type: 'wire' }""` / `:connect-on-click=""false""`","`40`、`0.3`、`2`、`true`、`""wire""`、`false`",流图配置,多魔法值,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/MidiFlowGraph.vue` L35-36,"`:gap=""20""` / `pattern color-mix(... 6%, ...)`",`20`、`6%`,背景网格,魔法数字,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/MidiFlowGraph.vue` L42,"`title=""Auto Layout""`","`""Auto Layout""`",控件标题,未 i18n,使用 `t()`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/Routing/MidiFlowGraph.vue` L123, L230, L232","`fitView({ padding: 0.2, duration: 300 })` / `setViewport(..., { duration: 300 })`",`0.2`、`300`,动画参数,魔法数字,抽 `FIT_VIEW_OPTS`/`ANIM_DURATION`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/MidiFlowGraph.vue` L135-165,"`""output-internal""`、`""internal""`、`""output-""`、`""physical""`、`""edge-""`、`""wire""`、`2.5`、`50%`",多个字符串和数值,节点/边处理,大量字面量,抽常量集,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/useLayout.ts` L4-21,"`NODE_WIDTH=200, NODE_HEIGHT=64, nodesep=50, ranksep=250, edgesep=30, marginx=40, marginy=40`",7 个布局数值,dagre 布局配置,魔法数字,抽 `LAYOUT_*` 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/useLayout.ts` L28,"`node.id.startsWith(""input-"")`","`""input-""`",输入节点前缀,字符串字面量,抽 `NODE_ID_PREFIX`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/useLayout.ts` L32,`rank: isInput ? 1 : 0`,`1`、`0`,输入/输出 rank,魔法数字,抽 `RANK_INPUT/OUTPUT`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/useHelperLines.ts` L4,`const SNAP_THRESHOLD = 5`,`5`,对齐阈值 px,已抽常量,配置化或注释,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Routing/OutputNode.vue` L23,"`props.data.type === ""internal""`","`""internal""`",内部类型判断,字符串字面量,抽 `ROUTE_TYPE.INTERNAL`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/ChordDisplaySettings/ChordDisplayAddModal.vue` L4,"`class=""fixed inset-0 z-50 ... bg-black/50""`",`z-50`、`bg-black/50`,遮罩层,魔法数字,抽 `MODAL_Z_INDEX`/`OVERLAY_COLOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/ChordDisplaySettings/ChordDisplayList.vue` L7, L10, L13",`` `/settings/chords/${moduleId}` `` (3 处),`/settings/chords/`,路由前缀,字符串重复,抽 `ROUTE_PATH`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/ChordDisplaySettings/utils.ts` L7,"`super(""One or more fields contains errors"")`",错误消息,错误提示,未 i18n,使用 i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/ChordDisplaySettings/utils.ts` L15-51,"`value: ""long""`/`""classic""`/`""flat""`/`""none""`/`""octave""` 等 + 英文 label",多个选项,chordNotation/keyboardSkin/keyName/keyInfo/label 选项,标签未 i18n,使用 i18n + 枚举,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/ChordDisplaySettings/utils.ts` L58-59,"`.replace(/[^a-zA-Z0-9-_]/g, ""-"")` / `.replace(/-+/g, ""-"")`",2 个正则,名称规范化,硬编码,抽常量并注释,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,"`src/views/Settings/ChordDisplaySettings/utils.ts` L71, L75","`throw new FieldError({ name: ""Cannot be empty"" })` / `""Already exists""`",2 个错误消息,验证错误,未 i18n,使用 i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`skin: ""classic""`","`""classic""`",键盘皮肤默认值,与 types 耦合,抽 `DEFAULT_KEYBOARD_SKIN`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`from: ""C3"", to: ""B5""`","`""C3""`、`""B5""`",默认键盘音域,5 个八度硬编码,抽 `DEFAULT_KEY_FROM/TO`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`label: ""none"", keyName: ""none"", keyInfo: ""none""`","`""none""` (×3)",默认标签/键名/信息模式,魔法字符串散落,使用枚举 `LabelMode.NONE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,`textOpacity: 0.5`,`0.5`,默认文字不透明度,与 CSS `--pk-text_opacity: 0.5` 重复,统一为单一常量源,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`radius: 1, height: 5, ratio: 0.6, bevel: true`",`1`、`5`、`0.6`、`true`,默认键盘尺寸参数,魔法数字,抽 `DEFAULT_SIZES` 常量对象,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`white: ""#ffffff"", black: ""#000000"", played: ""#ff0000"", wrapped: ""#800000"", sustained: ""#777777""`",5 个 hex 颜色,默认颜色配置,颜色值在默认值和 fallback 中重复 3+ 次,抽 `DEFAULT_COLORS` 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`getKeySignature(""C"")`","`""C""`",默认调号,与 useNoteConfig 重复,统一 `DEFAULT_KEY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`className: ""exactTarget""`/`""played""`/`""sustained""` + `wrapClassName: ""wrapExactTarget""`/`""wrapPlayed""`/`""wrapSustained""`",6 个 CSS 类名,高亮策略类名,与 CSS/FADE_CLASSES 必须一致,统一到 FADE_CLASSES,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`props.keyboard.colors.white ?? ""#ffffff""` (×2) 等 fallback",5 个颜色 fallback (重复 2-3 次),getContrastColor fallback,与默认值重复,引用 `DEFAULT_COLORS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,`Note.simplify(props.keyboard.from) \,\,"""C3""` (×2)","`""C3""` (fallback)",buildClassicKeys/buildFlatKeys,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"SVG 中 `stop-color=""#000000""` / `""#ffffff""` / `stop-opacity=""0.2""`/`0.1`/`0.5`",多个颜色和透明度,SVG 渐变参数,散布在模板中,抽渐变配置常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,"`id=""whiteKey""` / `id=""blackKey""` / `id=""boardMask""`",3 个 SVG ID,渐变/蒙版 ID,多实例共存时 ID 冲突,改用作用域 ID,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/PianoKeyboard.vue`,`((... WHITE_HEIGHT - WHITE_BEVEL - 2) / ...)` / `((... BLACK_HEIGHT - BLACK_BEVEL + 4) / ...)`,`2`、`4`,渐变斜面偏移,魔法数字,抽 `BEVEL_GRADIENT_OFFSET`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,"`FADE_CLASSES = [""played"",""sustained"",""wrapPlayed"",""wrapSustained"",""exactTarget"",""wrapExactTarget""]`",6 个类名字符串,淡出/高亮类名集合,与策略中 className 散落不同文件,统一为单一常量源,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,`Note.midi(Note.simplify(to)) ?? 127`,`127`,MIDI 最大值 fallback,MIDI 规范常量,抽 `MIDI_MAX = 127`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,`const diff = 12 - ((start - midi) % 12)` (×2),`12`,八度折回计算,半音数常量,抽 `SEMITONES_PER_OCTAVE = 12`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,"`className = ""active""` (×2) / `""wrapped""`","`""active""`、`""wrapped""`",默认类名,可能死代码,确认是否还需要,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,"`interval === ""1P""`","`""1P""`",根音音程判断,tonaljs 约定,抽 `ROOT_INTERVAL`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,"`.classList.add(""tonic"")` / `""info""` / `""labelled""` / `""target""`",4 个 CSS 类名,和弦信息类名,与 CSS 选择器耦合,统一常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/utils.ts`,"`.querySelector("".pianoInfo"")` (×2)","`"".pianoInfo""`",查找音程文字元素,与模板 class 耦合,统一常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/constants.ts`,`Math.round((12 * BASE_SIZE) / 7)`,`12`、`7`,白键宽度计算,数学常量,抽 `SEMITONES=12`/`WHITE_KEYS_PER_OCTAVE=7`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/constants.ts`,`BASE_SIZE * 0.5` / `0.75`,`0.5`、`0.75`,白/黑键斜面比例,魔法浮点,抽 `WHITE_BEVEL_RATIO`/`BLACK_BEVEL_RATIO`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/constants.ts`,"`Math.min(..., 32)` (×2)",`32`,信息偏移最大值,魔法数字,抽 `MAX_INFO_OFFSET`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/constants.ts`,`getChromaNoteOffset` chroma→offset 映射,10 组映射,黑键微调偏移,数据量大,抽 `CHROMA_OFFSET_MAP` 并注释,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/flat/constants.ts`,"`BASE_SIZE = 24, LABEL_SIZE = 20, INFO_SIZE = 12`",`24`、`20`、`12`,与 classic 重复,重复定义,提取到共享文件,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/classic.css`,"`opacity: var(--pk-text_opacity, 0.5)` (×4)",`0.5`,CSS fallback,与 JS 默认值重复,统一为 CSS 变量单一声明,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/classic/classic.css`,`transition: fill ease 0s` (×2),`0s`,播放态瞬变,冗余写法,改为 `transition: none`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/flat/flat.css`,`--pk-pianoInfo-fontSize: 10px` / `--pk-pianoKeyName-fontSize: 12px` / `--pk-pianoLabel-fontSize: 12px`,`10px`、`12px` (×2),字体大小,硬编码 px，不响应动态类型,改用 `rem`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/flat/flat.css`,`--pk-pianoLabel-transform: translateY(18px)`,`18px`,标签出现前偏移,魔法数字,抽 CSS 变量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.6 PianoKeyboard 全部子组件,`src/components/PianoKeyboard/flat/flat.css`,`--pk-text_opacity: 0.5`,`0.5`,全局文字不透明度,与 JS 重复,统一来源,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSimulation.ts`,`this.config.DYE_RESOLUTION = 512`,`512`,无线性过滤时降级分辨率,与 DEFAULT_CONFIG 中 1024 不一致,抽 `FALLBACK_DYE_RESOLUTION`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSimulation.ts`,"`dt = Math.min(dt, 0.016666)`",`0.016666`,最大时间步长,精度不足 (1/60=0.016667),改为 `1/60` 或 `MAX_DT`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSimulation.ts`,"`new Uint8Array([255, 255, 255])`","`255, 255, 255`",白色占位纹理,与 FramebufferManager 重复,抽 `WHITE_PIXEL`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSimulation.ts`,"`width: 1, height: 1`",`1`、`1`,1×1 占位纹理,重复,统一,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSimulation.ts`,"`this.sunraysPass.blur(sunrays, sunraysTemp, 1)`",`1`,sunrays 模糊迭代次数,魔法数字,抽 `SUNRAYS_BLUR_ITERATIONS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLUtils.ts`,"`new Float32Array([-1, -1, -1, 1, 1, 1, 1, -1])`",8 个顶点坐标,全屏 quad VBO,几何数据,可接受，建议注释,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLUtils.ts`,"`new Uint16Array([0, 1, 2, 0, 2, 3])`",6 个索引,全屏 quad EBO,同上,同上,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLUtils.ts`,"`gl.clearColor(0.0, 0.0, 0.0, 1.0)`","`0.0, 0.0, 0.0, 1.0`",清屏为不透明黑,与 GLContext 重复,抽 `CLEAR_COLOR_OPAQUE_BLACK`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLContext.ts`,"`canvas.getContext(""webgl2"", params)` / `""webgl""` / `""experimental-webgl""`",3 个上下文名,WebGL 回退,规范名,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLContext.ts`,"`gl.clearColor(0.0, 0.0, 0.0, 1.0)`","`0.0, 0.0, 0.0, 1.0`",初始清屏色,与 GLUtils 重复,统一,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/GLContext.ts`,"`""EXT_color_buffer_float""` / `""OES_texture_float_linear""` 等 4 个",4 个扩展名,扩展检测,规范名,可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FramebufferManager.ts`,"`new Uint8Array([255, 255, 255])` / `width: 1, height: 1`","`255, 255, 255`、`1`、`1`",占位纹理,与 FluidSimulation 重复,统一为 `WHITE_PIXEL_DATA`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/DisplayPass.ts`,`input.r / 255` (×3),`255`,RGB→归一化,颜色通道最大值,抽 `COLOR_CHANNEL_MAX = 255`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/BloomPass.ts`,`config.BLOOM_THRESHOLD * config.BLOOM_SOFT_KNEE + 0.0001`,`0.0001`,soft knee epsilon,魔法极小值,抽 `SOFT_KNEE_EPSILON`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/BloomPass.ts`,`0.25 / knee`,`0.25`,bloom 曲线系数,魔法浮点,抽 `BLOOM_CURVE2_FACTOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/BloomPass.ts`,`if (width < 2 \,\,height < 2) break`,`2`,bloom FBO 最小尺寸,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,"`Math.max(10e-6, correctRadius(...))`",`10e-6`,splat 最小半径,魔法极小值,抽 `MIN_SPLAT_RADIUS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,"`color.r *= 10.0, color.g *= 10.0, color.b *= 10.0`",`10.0` (×3),随机 splat 颜色增强,魔法数字,抽 `RANDOM_SPLAT_COLOR_BOOST`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,`1000 * (Math.random() - 0.5)` (×2),`1000`、`0.5`,随机 splat 力量,魔法数字,抽 `RANDOM_SPLAT_FORCE`/`FORCE_CENTER`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.7 engine/fluid 全部 Pass 与 Shader,`src/engine/fluid/FluidSolver.ts`,"`HSVtoRGB(Math.random(), 1.0, 1.0)`",`1.0`、`1.0`,随机色满饱和度,魔法数字,抽 `RANDOM_SPLAT_SATURATION`/`VALUE`,
